,APELLIDOS Y NOMBRE,BANCADA,REGIÓN,SEDE,Nº CASO,ACTUALIZACIÓN,SITUACIÓN,DELITO
611,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02°Fiscalia De Prevencion Del Delito De Chiclayo,"02406074902-2013-
0001870000","Jan 23, 2014",CON ARCHIVO DEFINITIVO (INV. PREVEN.),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
612,"MERINO DE LAMA, MANUEL ARTURO",Acción Popular,Tumbes,06° Fiscalia Provincial En Lo Penal De Lima,"00506010106-2013-
0004240000","Jan 14, 2014",ARCHIVO DEFINITIVO,COACCION
613,"FABIÁN DÍAZ, YESSY NÉLIDA",Acción Popular,Huánuco,02º Fiscalia Provincial Penal Corporativa De Huanuco(Ncpp),"02006010103-2002-
0001670000","Jan 7, 2014",CON ARCHIVO (CALIFICA),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (ATENTADO CONTRA LA AUTORIDAD)
614,"HUAMÁN CHAMPI, JUAN DE DIOS",Frepap,Cusco,04º Fiscalía Superior Penal Del Cusco(Ncpp),"01806174502-2013-
0004650001","Jan 5, 2014",AUDIENCIA DE APELACION,DELITO DE PELIGRO COMUN (IMPRUDENCCONDUCCIONVEHICULAR)
615,"LIZANA SANTOS, MÁRTIRES",Fuerza Popular,Piura,02º Fiscalia Provincial Mixta Corporativa De Huancabamba,"02606034502-2013-
0001820000","Jan 5, 2014",CON ARCHIVO (PRELIMINAR),USURPACION (DOS O MAS PERSONAS)
616,"COLUMBUS MURATA, DIETHELL",Fuerza Popular,Lima,52° Fiscalia Provincial En Lo Penal De Lima,"00506010152-2013-
0003690000","Dec 24, 2013",ARCHIVO DEFINITIVO,SECUESTRO
617,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,Fiscalia Superior Especializada Contra La Criminalidad Organizada,"00506014600-2011-
0000320000","Dec 18, 2013",IMPUGNACION RESUELTA - FISCAL SUPERIOR,LAVADO DE ACTIVOS
618,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,04ºfiscalia Superior Penal De La Libertad,"02306014501-2010-
0031740006","Dec 17, 2013",AUDIENCIA DE APELACION,ABUSO DE AUTORIDAD
619,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,04ºfiscalia Superior Penal De La Libertad,"02306014501-2010-
0031740005","Dec 17, 2013",AUDIENCIA DE APELACION,ABUSO DE AUTORIDAD
620,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,04º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014504-2013-
0006060000","Dec 17, 2013",CON ARCHIVO (PRELIMINAR),LESIONES GRAVES (PELIGROINMINENTEDELAVIDA)
621,"RODAS MALCA, TANIA ROSALIA",APP,La Libertad,03° Fiscalia Provincial Penal Corporativa De Trujillo,"02306014502-2010-
0037240001","Dec 12, 2013",CON SOBRESEIMIENTO,LESIONES (CULPOSAS)
622,"LIZANA SANTOS, MÁRTIRES",Fuerza Popular,Piura,01º Fiscalia Provincial Mixta Corporativa De Huancabamba,"02606034501-2013-
0008650000","Dec 11, 2013",DERIVADO (CALIFICA),OMISION DE ASISTENCIA FAMILIAR (INCUMPLIMOBLIGALIMENTARIA)
623,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,02º Fiscalia Provincial Penal Corporativa De Tumbes,"03506014502-2013-
0021550000","Nov 28, 2013",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
624,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,01º Fiscalia Superior Penal De La Libertad,"02306014501-2010-
0031740004","Nov 26, 2013",AUDIENCIA DE APELACION,ABUSO DE AUTORIDAD
625,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306014502-2013-
0049060000","Nov 11, 2013",EN CALIFICACION (CALIFICA),ABUSO DE AUTORIDAD
626,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0007350000","Nov 5, 2013",CON DICTAMEN,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
627,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050064","Oct 30, 2013",CON DICTAMEN,HOMICIDIO
628,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,03º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074503-2013-
0034080000","Oct 17, 2013",CON ARCHIVO (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
629,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2011-
0024140000","Oct 15, 2013",CON SOBRESEIMIENTO,DELITO CONTRA LA ADMINISTRACION PUBLICA
630,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050063","Oct 11, 2013",CON DICTAMEN,HOMICIDIO
631,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050062","Oct 11, 2013",CON DICTAMEN,HOMICIDIO
632,"LIZANA SANTOS, MÁRTIRES",Fuerza Popular,Piura,02º Fiscalia Provincial Mixta Corporativa De Huancabamba,"02606030602-2008-
0002160000","Oct 3, 2013",CON SOBRESEIMIENTO,PECULADO (DE USO)
633,"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,01º Fiscalia Provincial Penal Corporativa De Coronel Portillo(Ncpp),"03006010102-2012-
0000190000","Sep 24, 2013",CON ARCHIVO (PRELIMINAR),FALSIFICACION DOCUMENTARIA
634,"ARAPA ROQUE, JESÚS ORLANDO",Acción Popular,Puno,1ª Fiscalia Provincial Civil Y Familia De Puno,"02706014801-2013-
0007070000","Sep 18, 2013",ARCHIVO,MALTRATO SICOLOGICO
635,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",Acción Popular,Lima,08º Fiscalia Provincial En Lo Penal De Lima,"00506010108-2013-
0002470000","Sep 13, 2013",ARCHIVO DEFINITIVO,ESTAFA
636,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",Morado,Piura,03º Fiscalia Superior Penal De Ncpp De Piura,"02606064501-2011-
0008220005","Sep 11, 2013",CONSULTA RESUELTA,ABUSO DE AUTORIDAD
637,"BARRIONUEVO ROMERO, BETTO",Somos Perú,Ancash,01º Fiscalia Superior Penal De Ancash,"01305014501-2013-
0003260000","Sep 10, 2013",IMPUGNACION RESUELTA - FISCAL SUPERIOR,HURTO AGRAVADO (CASA-HABITADA)
638,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2013-
0016130000","Aug 23, 2013",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
639,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",Acción Popular,Lima,02º Fiscalia Superior En Lo Penal De Lima,"00505010102-2012-
0008340000","Aug 23, 2013",CON DICTAMEN,ESTAFA
640,"QUISPE SUÁREZ, MARIO JAVIER",APP,Piura,04º Fiscalia Superior Penal De Ncpp De Piura,"02606054502-2013-
0003500002","Aug 14, 2013",CONSULTA RESUELTA,VIOLACION A LA LIBERTAD AL TRABAJO (IMPEDIMENTOAINTEGRARSINDICATO)
641,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",Morado,Piura,03º Fiscalia Superior Penal De Ncpp De Piura,"02606064501-2011-
0008220004","Aug 13, 2013",RECEPCION DE SOLICITUD DE CONSULTA,ABUSO DE AUTORIDAD
642,"QUISPE SUÁREZ, MARIO JAVIER",APP,Piura,03º Fiscalia Superior En Lo Penal De Lima,"00506010129-2010-
0004600000","Aug 6, 2013",CON DICTAMEN,OMISION DE ASISTENCIA FAMILIAR (INCUMPLIMOBLIGALIMENTARIA)
643,"COLUMBUS MURATA, DIETHELL",Fuerza Popular,Lima,46ºfiscalia Provincial En Lo Penal De Lima,"00506010104-2013-
0004590000","Aug 6, 2013",DENUNCIA PENDIENTE,"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCIONES)"
644,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306015500-2013-
0001210000","Aug 5, 2013",CON ARCHIVO (PRELIMINAR),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
645,"QUISPE SUÁREZ, MARIO JAVIER",APP,Piura,04º Fiscalia Superior Penal De Ncpp De Piura,"02606054502-2013-
0003500001","Aug 2, 2013",CONSULTA RESUELTA,VIOLACION A LA LIBERTAD AL TRABAJO (IMPEDIMENTOAINTEGRARSINDICATO)
646,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,04º Fiscalia Superior En Lo Penal De Lima,"00506010120-2010-
0003240000","Jul 25, 2013",CON DICTAMEN,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
647,"ARAPA ROQUE, JESÚS ORLANDO",Acción Popular,Puno,2ª Fiscalia Provincial Civil Y Familia De Puno,"02706014802-2013-
0004410000","Jul 19, 2013",ARCHIVO,MALTRATO FISICO
648,"PANTOJA CALVO, RUBEN",UPP,Cusco,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios-Abancay,"01406015500-2013-
0000900000","Jul 15, 2013",CON ARCHIVO (PRELIMINAR),VIOLACION A LA INTIMIDAD (ORGINDEBARCHIVLIBERCREENRELIG)
649,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,01º Fiscalia Provincial De Prevencion Del Delito De Loreto (Ncpp),"02506014901-2013-
0001910000","Jul 12, 2013",CON ARCHIVO DEFINITIVO (INV. PREVEN.),HOMICIDIO (CULPOSO)
650,"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,Lima,46ºfiscalia Provincial En Lo Penal De Lima,"00506010146-2013-
0002070000","Jul 12, 2013",ARCHIVO DEFINITIVO,VIOLACION DE DOMICILIO
651,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,02º Fiscalia Superior Penal De La Libertad,"02306015500-2011-
0000980002","Jul 10, 2013",AUDIENCIA DE APELACION,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
652,"NOVOA CRUZADO, ANTHONY RENSON",Acción Popular,La Libertad,02° Fiscalia Provincial Penal Corporativa De Trujillo,"02306014502-2013-
0016620000","Jul 9, 2013",CON ARCHIVO (PRELIMINAR),CONTRA LA FE PUBLICA (FALSIFICACION DOCUMENTARIA)
653,"RODAS MALCA, TANIA ROSALIA",APP,La Libertad,03° Fiscalia Provincial Penal Corporativa De Trujillo,"02306014502-2010-
0037240000","Jul 2, 2013",EN AUDIENCIA,LESIONES (CULPOSAS)
654,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2012-
0032390000","Jun 25, 2013",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
655,"QUISPE SUÁREZ, MARIO JAVIER",APP,Piura,01º Fiscalia Provincial Penal Corporativa De Ayabaca,"02606024501-2012-
0002370000","Jun 21, 2013",CON ARCHIVO (PRELIMINAR),RECEPTACION
656,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",Acción Popular,Lima,02º Fiscalia Superior Civil Y Contencioso Administrativo De Lima,"00505010202-2013-
0006130000","Jun 21, 2013",CON DICTAMEN,PRESCRIPCION ADQUISITIVA
657,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",Acción Popular,Lima,52° Fiscalia Provincial En Lo Penal De Lima,"00506010152-2013-
0001440000","Jun 19, 2013",ARCHIVO DEFINITIVO,DELITO CONTRA LA LIBERTAD
658,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,04º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014504-2013-
0006070000","Jun 13, 2013",EN CALIFICACION (CALIFICA),DAÑO AGRAVADO (BIENES DE VALOR)
659,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306015500-2012-
0000870000","Jun 7, 2013",CON ARCHIVO (PRELIMINAR),PECULADO (MALVERSACIONDEBIENEPUBLICO
660,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,03º Fiscalia Superior Penal De Apelaciones De Lambayeque,"02406074502-2011-
0024140001","Jun 4, 2013",AUDIENCIA DE APELACION,DELITO CONTRA LA ADMINISTRACION PUBLICA
661,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2013-
0009710000","May 31, 2013",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
662,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,01º Fiscalia Provincial En Lo Penal De Lima,"00506010101-2012-
0001020000","May 30, 2013",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
663,"PANTOJA CALVO, RUBEN",UPP,Cusco,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios-Abancay,"01406015500-2013-
0000900001","May 17, 2013",DERIVADO (PRELIMINAR),VIOLACION A LA INTIMIDAD (ORGINDEBARCHIVLIBERCREENRELIG)
664,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074501-2013-
0000600000","May 6, 2013",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
665,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,03° Fiscalia Provincial Penal Corporativa De Trujillo,"02306014501-2010-
0031740000","May 6, 2013",CON SENTENCIA,ABUSO DE AUTORIDAD
666,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,1º Fiscalia Superior Penal De Lima-Norte,"00606020613-2006-
0005880008","Apr 30, 2013",CON DICTAMEN,HOMICIDIO
667,"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,Lima,03° Fiscalia Provincial Prevencion Del Delito,"00507010953-2013-
0003490000","Apr 30, 2013",DERIVADO,CONTRA EL PATRIMONIO
668,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2013-
0008110000","Apr 4, 2013",CON ARCHIVO (CALIFICA),DELITO CONTRA LA ADMINISTRACION PUBLICA
669,"BAZÁN VILLANUEVA, LENIN FERNANDO",Frente Amplio,La Libertad,Fiscalia Provincial Mixta Corporativa De Santiago De Chuco,"02306104500-2013-
0001410000","Apr 4, 2013",CON ARCHIVO (PRELIMINAR),EXTORSION
670,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",Acción Popular,Lima,03º Fiscalia Provincial En Lo Penal De Lima,"00506010103-2013-
0002420000","Mar 26, 2013",ARCHIVO DEFINITIVO,APROPIACION ILICITA(BIENMUEBSUMDINER)
671,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2012-
0021920000","Feb 14, 2013",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
672,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074501-2013-
0004670000","Feb 11, 2013",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
673,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,33º Fiscalia Provincial En Lo Penal De Lima,"00506010113-2006-
0004560000","Jan 4, 2013",CON RUBRICA,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
674,"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,02º Fiscalia Provincial Penal Corporativa De Paita,"02606054502-2012-
0002190000","Dec 27, 2012",CON ARCHIVO (PRELIMINAR),USURPACION (DOS O MAS PERSONAS)
675,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306015500-2011-
0000980000","Dec 11, 2012",CON ACUSACION,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
676,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306015500-2012-
0002240001","Dec 11, 2012",CON ARCHIVO (PRELIMINAR),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
677,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",Morado,Piura,01º Fiscalia Provincial Penal Corporativa De Piura,"02606064501-2011-
0008220000","Dec 4, 2012",CON SOBRESEIMIENTO,ABUSO DE AUTORIDAD
678,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2011-
0037500000","Nov 22, 2012",CON SOBRESEIMIENTO,PECULADO
679,"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,08º Fiscalia Provincial En Lo Penal De Lima,"00506010151-2010-
0005640002","Nov 19, 2012",CON DICTAMEN,CONTRA LA FUNCION JURISDICCIONAL (FRAUDE PROCESAL)
680,"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,03º Fiscalia Provincial Penal De Huancayo,"02206010103-2000-
0007590000","Nov 19, 2012",ARCHIVO DEFINITIVO,LESIONES (CULPOSAS)
681,"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,02º Fiscalia Provincial Penal Corporativa De Paita,"02606054502-2012-
0007690000","Nov 19, 2012",EN CALIFICACION (CALIFICA),CONCUSION (COLUSION ILEGAL)
682,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",Morado,Piura,03º Fiscalia Provincial Penal Corporativa De Piura,"02606064503-2011-
0016960001","Nov 14, 2012",CON ARCHIVO (PRELIMINAR),CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
683,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",Morado,Piura,03º Fiscalia Superior Penal De Ncpp De Piura,"02606064503-2011-
0016960002","Oct 25, 2012",AUDIENCIA DE APELACION,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
684,"CHEHADE MOYA, OMAR KARIM",APP,Lima,42º Fiscalia Provincial En Lo Penal De Lima,"00506010142-2006-
0005440000","Oct 23, 2012",ARCHIVO DEFINITIVO,RECEPTACION
685,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2012-
0021920001","Oct 22, 2012",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
686,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2012-
0013750000","Oct 15, 2012",CON ARCHIVO (PRELIMINAR),USURPACION
687,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2012-
0018930000","Oct 14, 2012",CON ARCHIVO (PRELIMINAR),USURPACION
688,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,1ª Fiscalia Provincial De Prevencion Del Delito Lima- Norte,"00606020606-2009-
0002080000","Oct 12, 2012",CON DICTAMEN,DELITOS AMBIENTALES
689,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,Fiscalia Provincial Penal Especializada En Materia Ambiental- Chachapoyas(Ncpp),"01206015200-2011-
0002510000","Oct 11, 2012",CON SOBRESEIMIENTO,DELITO CONTRA LOS RECURSOS NATURALES Y MEDIO AMBIENTE (DEPREDACION ECOLOGICA)
690,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2012-
0013960000","Oct 9, 2012",CON ARCHIVO (PRELIMINAR),CORRUPCION DE FUNCIONARIOS (CORRUPCION)
691,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,05° Fiscalia Provincial Prevencion Del Delito,"00507010955-2012-
0005720000","Sep 27, 2012",ARCHIVO DEFINITIVO,DELITO CONTRA LA SEGURIDAD PUBLICA
692,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,03º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074503-2012-
0016600000","Sep 26, 2012",CON ARCHIVO (PRELIMINAR),OMISION DE ASISTENCIA FAMILIAR (INCUMPLIMOBLIGALIMENTARIA)
693,"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,03º Fiscalia Prov. Penal De C.P,"03006010103-2012-
0000820000","Sep 11, 2012",ARCHIVO DEFINITIVO,FALSA DENUNCIA
694,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2011-
0029460000","Sep 2, 2012",CON ARCHIVO (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
695,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,03° Fiscalia Provincial Penal Corporativa De Trujillo,"02306014504-2012-
0001930000","Aug 29, 2012",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
696,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2011-
0024280000","Aug 27, 2012",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
697,"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,03º Fiscalia Prov. Penal De C.P,"03006010103-2012-
0000810000","Aug 23, 2012",ARCHIVO DEFINITIVO,FALSA DENUNCIA
698,"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,03º Fiscalia Prov. Penal De C.P,"03006010103-2012-
0000900000","Aug 23, 2012",ARCHIVO DEFINITIVO,FALSA DENUNCIA
699,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,02º Fiscalia Superior En Lo Penal De Lima,"00505010102-2011-
0010900000","Aug 15, 2012",CON DICTAMEN,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
700,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306014501-2010-
0035320001","Aug 14, 2012",CON ARCHIVO (CALIFICA),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
701,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306015500-2011-
0000980001","Aug 9, 2012",CON ARCHIVO (PRELIMINAR),CORRUPCION DE FUNCIONARIOS (CORRUPCION DE FUNCIONARIO PUBLICO)
702,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,02º Fiscalia Provincial Mixta De La Molina,"00506010613-2011-
0010900000","Aug 6, 2012",ARCHIVO DEFINITIVO,USURPACION
703,"AGUILAR ZAMORA, MANUEL",Acción Popular,San Martín,01° Fiscalia Provincial Penal Corporativa De Tarapoto,"02806084501-2012-
0000380000","Aug 6, 2012",CON DICTAMEN,ROBO AGRAVADO (DOS O MAS PERSONAS)
704,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",Morado,Piura,04º Fiscalia Superior Penal De Ncpp De Piura,"02606064503-2011-
0016960003","Jul 31, 2012",AUDIENCIA DE APELACION,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
705,"VÁSQUEZ BECERRA, JORGE",Acción Popular,Cusco,02º Fiscalía Provincial Penal Corporativa De Calca(Ncpp),"01806044502-2010-
0005280001","Jul 30, 2012",CON ARCHIVO (CALIFICA),CONTRA LA PAZ PUBLICA (DISTURBIOS)
706,"VÁSQUEZ BECERRA, JORGE",Acción Popular,Cusco,02º Fiscalía Provincial Penal Corporativa De Calca(Ncpp),"01806044502-2010-
0005280000","Jul 30, 2012",CON SOBRESEIMIENTO (JUZGAMIENTO),CONTRA LA PAZ PUBLICA (DISTURBIOS)
707,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Lambayeque,"02406054502-2012-
0003160000","Jul 24, 2012",CON ARCHIVO (PRELIMINAR),PECULADO (APROPOUTILIZACDECAUDALES)
708,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2011-
0026220000","Jul 13, 2012",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
709,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,02º Fiscalia Superior En Lo Penal De Lima,"00505010102-2012-
0005000000","Jul 12, 2012",CON DICTAMEN,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
710,"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,08º Fiscalia Provincial En Lo Penal De Lima,"00506010151-2010-
0005640001","Jun 26, 2012",CON DICTAMEN,CONTRA LA FUNCION JURISDICCIONAL (FRAUDE PROCESAL)
711,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2012-
0016990000","Jun 18, 2012",CON ARCHIVO (CALIFICA),DELITO CONTRA LA ADMINISTRACION PUBLICA
712,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios-Loreto,"02506010606-2011-
0000570000","Jun 4, 2012",CON ARCHIVO (PRELIMINAR),CONCUSION (COLUSION ILEGAL)
713,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,03ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2011-
0005070000","May 30, 2012",ARCHIVO DEFINITIVO,CONTRA LA PAZ PUBLICA (DISTURBIOS)
714,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,3° Fiscalia Superior Penal,"00605010108-2012-
0004120001","May 25, 2012",CON DICTAMEN,USURPACION (C/ARMFUEGEXPLOSSUSTPEL)
715,"AGUILAR ZAMORA, MANUEL",Acción Popular,San Martín,01° Fiscalia Provincial Penal Corporativa De Tarapoto,"02806080603-2009-
0005270000","May 23, 2012",CON DICTAMEN,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
716,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",Morado,Piura,01º Fiscalia Provincial Penal Corporativa De Piura,"02606064501-2011-
0008220002","May 10, 2012",CON INVESTIGACION PRELIMINAR,ABUSO DE AUTORIDAD
